"incident_date","State","city_county","Address","no_killed","no_injured","moreInfo","formattedDate","casualties","GoogleAdd","dayofweek","lat","lng","accuracy"
"June 26, 2014","Wisconsin","Milwaukee","24th and Locust","0","5","<a href=""http://www.gunviolencearchive.org/incident/151659"" target=""_blank"">More Information</a>",2014-06-26,5,"Wisconsin, Milwaukee, 24th and Locust","Thurs",43.0714769,-87.9423791,"intersection"
"June 26, 2014","Michigan","Detroit","Grand St","2","2","<a href=""http://www.gunviolencearchive.org/incident/157018"" target=""_blank"">More Information</a>",2014-06-26,4,"Michigan, Detroit, Grand St","Thurs",42.3936105,-83.1258155,"route"
"June 27, 2014","California","San Diego","1600 block of Cathy Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/152722"" target=""_blank"">More Information</a>",2014-06-27,4,"California, San Diego, 1600 block of Cathy Street","Fri",32.5872545,-117.0946296,"street_address"
"June 28, 2014","California","Antioch","5500 Cedar Point Way","0","7","<a href=""http://www.gunviolencearchive.org/incident/152960"" target=""_blank"">More Information</a>",2014-06-28,7,"California, Antioch, 5500 Cedar Point Way","Sat",37.9569965,-121.757208,"street_address"
"June 28, 2014","New York","Manhattan","Fifth Avenue and West 139th Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/153578"" target=""_blank"">More Information</a>",2014-06-28,4,"New York, Manhattan, Fifth Avenue and West 139th Street","Sat",40.8153398,-73.935758,"intersection"
"June 29, 2014","Louisiana","New Orleans","700 block of Bourbon St","1","9","<a href=""http://www.gunviolencearchive.org/incident/152468"" target=""_blank"">More Information</a>",2014-06-29,10,"Louisiana, New Orleans, 700 block of Bourbon St","Sun",29.9586073,-90.0654568,"street_address"
"June 29, 2014","California","Los Angeles","1100 block of North Vermont Avenue","1","5","<a href=""http://www.gunviolencearchive.org/incident/152693"" target=""_blank"">More Information</a>",2014-06-29,6,"California, Los Angeles, 1100 block of North Vermont Avenue","Sun",34.0912202,-118.2913512,"premise"
"June 29, 2014","Missouri","Saint Louis","2800 block of Dayton","0","4","<a href=""http://www.gunviolencearchive.org/incident/153648"" target=""_blank"">More Information</a>",2014-06-29,4,"Missouri, Saint Louis, 2800 block of Dayton","Sun",38.641863,-90.216016,"street_address"
"June 30, 2014","Kentucky","Lexington","Scottsdale Circle","1","3","<a href=""http://www.gunviolencearchive.org/incident/153275"" target=""_blank"">More Information</a>",2014-06-30,4,"Kentucky, Lexington, Scottsdale Circle","Mon",38.0763447,-84.4771899,"route"
"July 2, 2014","Pennsylvania","Chester","1400 block of West Congress Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/156834"" target=""_blank"">More Information</a>",2014-07-02,5,"Pennsylvania, Chester, 1400 block of West Congress Street","Wed",39.840613,-75.3863327,"street_address"
"July 4, 2014","Virginia","Norfolk","1722 Thurgood Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/154844"" target=""_blank"">More Information</a>",2014-07-04,5,"Virginia, Norfolk, 1722 Thurgood Street","Fri",36.8263581,-76.2633206,"street_address"
"July 5, 2014","Michigan","Kalamazoo","N/A","0","4","<a href=""http://www.gunviolencearchive.org/incident/154762"" target=""_blank"">More Information</a>",2014-07-05,4,"Michigan, Kalamazoo, N/A","Sat",42.2917069,-85.5872286,"locality"
"July 5, 2014","Virginia","Norfolk","861 W. 36th Street","0","7","<a href=""http://www.gunviolencearchive.org/incident/154834"" target=""_blank"">More Information</a>",2014-07-05,7,"Virginia, Norfolk, 861 W. 36th Street","Sat",36.8782211,-76.2974396,"street_address"
"July 5, 2014","Oregon","Portland","333 SE 122ND Ave","1","4","<a href=""http://www.gunviolencearchive.org/incident/154971"" target=""_blank"">More Information</a>",2014-07-05,5,"Oregon, Portland, 333 SE 122ND Ave","Sat",45.5199523,-122.5380289,"street_address"
"July 5, 2014","Illinois","Centreville","4700 Piggott Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/158055"" target=""_blank"">More Information</a>",2014-07-05,5,"Illinois, Centreville, 4700 Piggott Avenue","Sat",38.5800536,-90.1232191,"street_address"
"July 5, 2014","Indiana","Indianapolis","Broad Ripple Avenue","0","7","<a href=""http://www.gunviolencearchive.org/incident/154721"" target=""_blank"">More Information</a>",2014-07-05,7,"Indiana, Indianapolis, Broad Ripple Avenue","Sat",39.8686303,-86.1313339,"route"
"July 5, 2014","Texas","Houston","1700 Almeda-Genoa","0","6","<a href=""http://www.gunviolencearchive.org/incident/154803"" target=""_blank"">More Information</a>",2014-07-05,6,"Texas, Houston, 1700 Almeda-Genoa","Sat",29.612063,-95.395748,"street_address"
"July 6, 2014","Florida","Miami","NW 20th Ave and NW 62nd St","2","2","<a href=""http://www.gunviolencearchive.org/incident/156125"" target=""_blank"">More Information</a>",2014-07-06,4,"Florida, Miami, NW 20th Ave and NW 62nd St","Sun",25.8315384,-80.229983,"intersection"
"July 6, 2014","Missouri","Saint Louis","4600 block of Natural Bridge Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/155412"" target=""_blank"">More Information</a>",2014-07-06,4,"Missouri, Saint Louis, 4600 block of Natural Bridge Avenue","Sun",38.6716102,-90.2418171,"premise"
"July 6, 2014","New York","Buffalo","100 block of Erb Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/155755"" target=""_blank"">More Information</a>",2014-07-06,4,"New York, Buffalo, 100 block of Erb Street","Sun",42.9208774,-78.8003957,"street_address"
"July 7, 2014","Kentucky","Stopover","KY 194E","0","4","<a href=""http://www.gunviolencearchive.org/incident/162305"" target=""_blank"">More Information</a>",2014-07-07,4,"Kentucky, Stopover, KY 194E","Mon",37.5157432,-82.0912696,"route"
"July 7, 2014","California","San Bernardino","312 E Baseline Street","1","4","<a href=""http://www.gunviolencearchive.org/incident/155943"" target=""_blank"">More Information</a>",2014-07-07,5,"California, San Bernardino, 312 E Baseline Street","Mon",34.1215615,-117.2781324,"street_address"
"July 8, 2014","Rhode Island","Providence","35 March Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/156468"" target=""_blank"">More Information</a>",2014-07-08,5,"Rhode Island, Providence, 35 March Street","Tues",41.841647,-71.424938,"street_address"
"July 9, 2014","Texas","Spring","711 Leaflet Ln","6","1","<a href=""http://www.gunviolencearchive.org/incident/156670"" target=""_blank"">More Information</a>",2014-07-09,7,"Texas, Spring, 711 Leaflet Ln","Wed",30.040832,-95.4420109,"street_address"
"July 11, 2014","Illinois","Chicago","5200 West Quincy Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/157580"" target=""_blank"">More Information</a>",2014-07-11,4,"Illinois, Chicago, 5200 West Quincy Street","Fri",41.8777558,-87.7553674,"street_address"
"July 12, 2014","California","Pasadena","1700 block of Summit Avenue","3","2","<a href=""http://www.gunviolencearchive.org/incident/157857"" target=""_blank"">More Information</a>",2014-07-12,5,"California, Pasadena, 1700 block of Summit Avenue","Sat",34.1750698,-118.1473213,"premise"
"July 13, 2014","Connecticut","Stamford","84 West Park Place","0","5","<a href=""http://www.gunviolencearchive.org/incident/158589"" target=""_blank"">More Information</a>",2014-07-13,5,"Connecticut, Stamford, 84 West Park Place","Sun",41.0535346,-73.5412861,"street_address"
"July 13, 2014","District of Columbia","Washington","1700 block of Lincoln Road NE","0","4","<a href=""http://www.gunviolencearchive.org/incident/159291"" target=""_blank"">More Information</a>",2014-07-13,4,"District of Columbia, Washington, 1700 block of Lincoln Road NE","Sun",38.9126705,-77.0087051,"street_address"
"July 13, 2014","Washington","Skyway","12600 Renton Avenue South","0","5","<a href=""http://www.gunviolencearchive.org/incident/158306"" target=""_blank"">More Information</a>",2014-07-13,5,"Washington, Skyway, 12600 Renton Avenue South","Sun",47.491748,-122.2392924,"street_address"
"July 14, 2014","California","Sacramento","Fulton Avenue","1","4","<a href=""http://www.gunviolencearchive.org/incident/158387"" target=""_blank"">More Information</a>",2014-07-14,5,"California, Sacramento, Fulton Avenue","Mon",38.6040984,-121.4014311,"route"
"July 19, 2014","Illinois","Chicago","1300 North Mason Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/160488"" target=""_blank"">More Information</a>",2014-07-19,4,"Illinois, Chicago, 1300 North Mason Avenue","Sat",41.9039503,-87.7745228,"street_address"
"July 20, 2014","Illinois","East Saint Louis","5103 block of Bunkum Rd","1","3","<a href=""http://www.gunviolencearchive.org/incident/160998"" target=""_blank"">More Information</a>",2014-07-20,4,"Illinois, East Saint Louis, 5103 block of Bunkum Rd","Sun",38.6233748,-90.0957623,"street_address"
"July 20, 2014","Nevada","Las Vegas","Rancho Drive 3400 block","1","3","<a href=""http://www.gunviolencearchive.org/incident/161063"" target=""_blank"">More Information</a>",2014-07-20,4,"Nevada, Las Vegas, Rancho Drive 3400 block","Sun",36.2204356,-115.2150062,"street_address"
"July 21, 2014","Tennessee","Memphis","300 block of Foote Park Lane","0","4","<a href=""http://www.gunviolencearchive.org/incident/162008"" target=""_blank"">More Information</a>",2014-07-21,4,"Tennessee, Memphis, 300 block of Foote Park Lane","Mon",35.1328562,-90.0452121,"street_address"
"July 21, 2014","New Jersey","Irvington","36 Welland Avenue","0","6","<a href=""http://www.gunviolencearchive.org/incident/161302"" target=""_blank"">More Information</a>",2014-07-21,6,"New Jersey, Irvington, 36 Welland Avenue","Mon",40.7172804,-74.2287484,"street_address"
"July 23, 2014","Pennsylvania","Braddock","700 block of Hickory St","0","4","<a href=""http://www.gunviolencearchive.org/incident/162687"" target=""_blank"">More Information</a>",2014-07-23,4,"Pennsylvania, Braddock, 700 block of Hickory St","Wed",40.4057612,-79.8612975,"street_address"
"July 25, 2014","Illinois","Chicago","700 South California Avenue","1","6","<a href=""http://www.gunviolencearchive.org/incident/163874"" target=""_blank"">More Information</a>",2014-07-25,7,"Illinois, Chicago, 700 South California Avenue","Fri",41.872696,-87.6962999,"street_address"
"July 26, 2014","Georgia","Sylvester","Royal Street","0","8","<a href=""http://www.gunviolencearchive.org/incident/163930"" target=""_blank"">More Information</a>",2014-07-26,8,"Georgia, Sylvester, Royal Street","Sat",31.5309776,-83.8220617,"route"
"July 26, 2014","Arkansas","Pine Bluff","N/A","1","3","<a href=""http://www.gunviolencearchive.org/incident/166970"" target=""_blank"">More Information</a>",2014-07-26,4,"Arkansas, Pine Bluff, N/A","Sat",34.2284312,-92.0031955,"locality"
"July 26, 2014","Maine","Saco","35 Water Street","5","0","<a href=""http://www.gunviolencearchive.org/incident/164513"" target=""_blank"">More Information</a>",2014-07-26,5,"Maine, Saco, 35 Water Street","Sat",43.497906,-70.4488267,"street_address"
"July 27, 2014","Missouri","Saint Louis","2000 block of East John Avenue","0","5","<a href=""http://www.gunviolencearchive.org/incident/165089"" target=""_blank"">More Information</a>",2014-07-27,5,"Missouri, Saint Louis, 2000 block of East John Avenue","Sun",38.6716819,-90.209797,"street_address"
"July 28, 2014","Pennsylvania","Philadelphia","4900 block of North Front Street","1","4","<a href=""http://www.gunviolencearchive.org/incident/165856"" target=""_blank"">More Information</a>",2014-07-28,5,"Pennsylvania, Philadelphia, 4900 block of North Front Street","Mon",40.0247444,-75.123901,"premise"
"July 30, 2014","North Carolina","Hope Mills","926 Bramblegate Road","3","2","<a href=""http://www.gunviolencearchive.org/incident/176329"" target=""_blank"">More Information</a>",2014-07-30,5,"North Carolina, Hope Mills, 926 Bramblegate Road","Wed",34.9686789,-78.921676,"street_address"
"August 1, 2014","Pennsylvania","Philadelphia","1500 block of South Etting Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/167649"" target=""_blank"">More Information</a>",2014-08-01,4,"Pennsylvania, Philadelphia, 1500 block of South Etting Street","Fri",39.9344576,-75.1901392,"street_address"
"August 2, 2014","Texas","Dallas","5125 Wynell Street","3","1","<a href=""http://www.gunviolencearchive.org/incident/167872"" target=""_blank"">More Information</a>",2014-08-02,4,"Texas, Dallas, 5125 Wynell Street","Sat",32.685818,-96.7824633,"street_address"
"August 2, 2014","Pennsylvania","Pittsburgh","Penn Avenue and 29th Street","1","5","<a href=""http://www.gunviolencearchive.org/incident/168307"" target=""_blank"">More Information</a>",2014-08-02,6,"Pennsylvania, Pittsburgh, Penn Avenue and 29th Street","Sat",40.4578461,-79.9741991,"intersection"
"August 2, 2014","Massachusetts","New Bedford","Acushnet Avenue","0","7","<a href=""http://www.gunviolencearchive.org/incident/168169"" target=""_blank"">More Information</a>",2014-08-02,7,"Massachusetts, New Bedford, Acushnet Avenue","Sat",41.6879434,-70.9272028,"route"
"August 3, 2014","Texas","Humble","3403 FM 1960","0","7","<a href=""http://www.gunviolencearchive.org/incident/168551"" target=""_blank"">More Information</a>",2014-08-03,7,"Texas, Humble, 3403 FM 1960","Sun",30.0001195,-95.2216678,"street_address"
"August 3, 2014","Missouri","Saint Louis","5200 block of Thekla","0","5","<a href=""http://www.gunviolencearchive.org/incident/168786"" target=""_blank"">More Information</a>",2014-08-03,5,"Missouri, Saint Louis, 5200 block of Thekla","Sun",38.6904392,-90.2433765,"street_address"
"August 3, 2014","Virginia","Culpeper","4400 block of Rixeyville Road","5","0","<a href=""http://www.gunviolencearchive.org/incident/168844"" target=""_blank"">More Information</a>",2014-08-03,5,"Virginia, Culpeper, 4400 block of Rixeyville Road","Sun",38.6393593,-77.9330957,"street_address"
"August 3, 2014","Tennessee","Columbia","East 9th Street and Bridge Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/169024"" target=""_blank"">More Information</a>",2014-08-03,5,"Tennessee, Columbia, East 9th Street and Bridge Street","Sun",35.611702,-87.0298075,"intersection"
"August 4, 2014","Georgia","Atlanta","1100 block of Joseph E. Boone Boulevard NW","0","5","<a href=""http://www.gunviolencearchive.org/incident/169326"" target=""_blank"">More Information</a>",2014-08-04,5,"Georgia, Atlanta, 1100 block of Joseph E. Boone Boulevard NW","Mon",33.7635034,-84.4234785,"street_address"
"August 6, 2014","California","Bakersfield","1700 block of Quincy Street","3","1","<a href=""http://www.gunviolencearchive.org/incident/170704"" target=""_blank"">More Information</a>",2014-08-06,4,"California, Bakersfield, 1700 block of Quincy Street","Wed",35.3814817,-118.9744486,"street_address"
"August 8, 2014","Wisconsin","Milwaukee","3000 block of N. 28th Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/171778"" target=""_blank"">More Information</a>",2014-08-08,4,"Wisconsin, Milwaukee, 3000 block of N. 28th Street","Fri",43.0735076,-87.9482551,"street_address"
"August 8, 2014","New Mexico","Albuquerque","3426 Vassar NE","1","3","<a href=""http://www.gunviolencearchive.org/incident/171823"" target=""_blank"">More Information</a>",2014-08-08,4,"New Mexico, Albuquerque, 3426 Vassar NE","Fri",35.119425,-106.6148252,"street_address"
